date,hold,buy,sell,choice,episode
2017-06-14,0.16500476002693176,0.16479071974754333,0.17674048244953156,2,10
2017-06-15,0.17078056931495667,0.17053812742233276,0.18270833790302277,2,10
2017-06-16,0.17630425095558167,0.1740282028913498,0.18826371431350708,2,10
2017-06-19,0.18141679465770721,0.17475222051143646,0.19337095320224762,2,10
2017-06-20,0.18437375128269196,0.17490240931510925,0.1980285495519638,2,10
2017-06-21,0.1849871426820755,0.1749335527420044,0.20224252343177795,2,10
2017-06-22,0.18511439859867096,0.17494000494480133,0.20403535664081573,2,10
2017-06-23,0.18514077365398407,0.17494133114814758,0.20105896890163422,2,10
2017-06-26,0.1851462572813034,0.17494162917137146,0.1971198320388794,2,10
2017-06-27,0.18514740467071533,0.17494162917137146,0.19302353262901306,2,10
2017-06-28,0.18514765799045563,0.17494162917137146,0.18894048035144806,2,10
2017-06-29,0.18514765799045563,0.17494162917137146,0.1849064975976944,0,10
2017-06-30,0.18418972194194794,0.17494162917137146,0.18128523230552673,0,10
2017-07-03,0.1750849336385727,0.17494162917137146,0.17811697721481323,2,10
2017-07-05,0.16440901160240173,0.17494162917137146,0.1748521327972412,1,10
2017-07-06,0.16551870107650757,0.17407488822937012,0.17181983590126038,1,10
2017-07-07,0.16334469616413116,0.16591764986515045,0.16912275552749634,2,10
2017-07-10,0.15811167657375336,0.1565604954957962,0.16645611822605133,2,10
2017-07-11,0.15627390146255493,0.1563584953546524,0.16442301869392395,2,10
2017-07-12,0.15760934352874756,0.15723924338817596,0.16739879548549652,2,10
2017-07-13,0.16143152117729187,0.16093160212039948,0.171261265873909,2,10
2017-07-14,0.16513323783874512,0.16484643518924713,0.17516931891441345,2,10
2017-07-17,0.16850174963474274,0.16829067468643188,0.1789594441652298,2,10
2017-07-18,0.17192402482032776,0.17173174023628235,0.1826072782278061,2,10
2017-07-19,0.17526206374168396,0.17511802911758423,0.18611624836921692,2,10
2017-07-20,0.17846983671188354,0.1783694624900818,0.18949465453624725,2,10
2017-07-21,0.18160364031791687,0.18153299391269684,0.1927512139081955,2,10
2017-07-24,0.18351195752620697,0.1845119744539261,0.19568097591400146,2,10
2017-07-25,0.18390785157680511,0.18714697659015656,0.19824811816215515,2,10
2017-07-26,0.18398994207382202,0.18951670825481415,0.20066756010055542,2,10
2017-07-27,0.1840069741010666,0.1909378618001938,0.2027723789215088,2,10
2017-07-28,0.18401052057743073,0.19123268127441406,0.20453521609306335,2,10
2017-07-31,0.18401126563549042,0.1912938356399536,0.2061748206615448,2,10
2017-08-01,0.18401139974594116,0.19130650162696838,0.20329292118549347,2,10
2017-08-02,0.18401139974594116,0.1913091540336609,0.1994965374469757,2,10
2017-08-03,0.18401139974594116,0.19130969047546387,0.19554831087589264,2,10
2017-08-04,0.18401139974594116,0.19130979478359222,0.19160951673984528,2,10
2017-08-07,0.18401139974594116,0.19130979478359222,0.18793298304080963,1,10
2017-08-08,0.18401139974594116,0.19031982123851776,0.18527404963970184,1,10
2017-08-09,0.18401139974594116,0.1808340698480606,0.18289129436016083,0,10
